SLO Latency,SLO Throughput,Frontend,Cache,Backend,Average Latency,Peak Throughput,Cumulative Carbon Cost,Frontend Servers,Cache Servers,Backend Servers,Cache Hit Rate,Embodied Cost,Active Cost,Idle Cost,Replacement Cost,Frontend Size (GB),Cache Size (GB),Backend Size (GB),Total Size (GB),Simulation Years
10,10,DRAM,DRAM,Samsung PM9A3,4.580019352832,10.0,26313.654445893782,1.0,1.0,2.0,4.096e-07,3788.8,15782.586947264297,6742.267498629485,0,4096.0,4096.0,7680.0,15872.0,1
10,10,DRAM,DRAM,Seagate Exos X18,8.660017681664,10.260000000000002,27538.902690278283,1.0,1.0,38.0,4.096e-07,3722.8,16818.189343081383,6997.913347196903,0,4096.0,4096.0,684000.0,692192.0,1
10,10,DRAM,DRAM,Fujifilm LTO Ultrium 9,10004.495923385599,10.0,25212.485415030547,1.0,1.0,25.0,4.096e-07,2749.0,15730.423271030548,6733.0621439999995,0,4096.0,4096.0,450000.0,458192.0,1
10,10,DRAM,DRAM,Project Silica,2004.4992001855999,10.08,25056.287617629325,1.0,1.0,48.0,4.096e-07,2593.6,15729.625473629325,6733.0621439999995,0,4096.0,4096.0,336000.0,344192.0,1
10,10,DRAM,Samsung PM9A3,Samsung PM9A3,4.660008786560001,10.0,15121.998175950845,1.0,2.0,2.0,7.68e-07,3737.6000000000004,7999.456394220562,3384.9417817302847,0,4096.0,7680.0,7680.0,19456.0,1
10,10,DRAM,Samsung PM9A3,Seagate Exos X18,8.74000565312,10.0,16347.245957551786,1.0,2.0,38.0,7.68e-07,3671.6000000000004,9035.058418877596,3640.5875386741923,0,4096.0,7680.0,684000.0,695776.0,1
10,10,DRAM,Samsung PM9A3,Fujifilm LTO Ultrium 9,10004.572328847999,10.0,14020.82916708228,1.0,2.0,25.0,7.68e-07,2697.8,7947.292736682282,3375.7364304,0,4096.0,7680.0,450000.0,461776.0,1
10,10,DRAM,Samsung PM9A3,Project Silica,2004.5784728479998,10.0,13864.63136996699,1.0,2.0,48.0,7.68e-07,2542.4,7946.494939566991,3375.7364304,0,4096.0,7680.0,336000.0,347776.0,1
10,10,Samsung PM9A3,DRAM,Samsung PM9A3,4.660009352832001,10.0,15121.998205093783,2.0,1.0,2.0,4.096e-07,3737.6000000000004,7999.456420064299,3384.941785029485,0,7680.0,4096.0,7680.0,19456.0,1
10,10,Samsung PM9A3,DRAM,Seagate Exos X18,8.740007681664,10.0,16347.246449478285,2.0,1.0,38.0,4.096e-07,3671.6000000000004,9035.058815881384,3640.5876335969024,0,7680.0,4096.0,684000.0,695776.0,1
10,10,Samsung PM9A3,DRAM,Fujifilm LTO Ultrium 9,10004.575913385599,10.0,14020.829174230548,2.0,1.0,25.0,4.096e-07,2697.8,7947.29274383055,3375.7364304,0,7680.0,4096.0,450000.0,461776.0,1
10,10,Samsung PM9A3,DRAM,Project Silica,2004.5791901855998,10.0,13864.631376829326,2.0,1.0,48.0,4.096e-07,2542.4,7946.494946429328,3375.7364304,0,7680.0,4096.0,336000.0,347776.0,1
10,10,Samsung PM9A3,Samsung PM9A3,Samsung PM9A3,4.73999878656,10.0,3930.3419351508483,2.0,2.0,2.0,7.68e-07,3686.3999999999996,216.32586702056383,27.616068130284745,0,7680.0,7680.0,7680.0,23040.0,1
10,10,Samsung PM9A3,Samsung PM9A3,Seagate Exos X18,8.81999565312,10.0,5155.58971675179,2.0,2.0,38.0,7.68e-07,3620.3999999999996,1251.9278916775977,283.26182507419264,0,7680.0,7680.0,684000.0,699360.0,1
10,10,Samsung PM9A3,Samsung PM9A3,Fujifilm LTO Ultrium 9,10004.652318847999,10.0,2829.1729262822832,2.0,2.0,25.0,7.68e-07,2646.6,164.1622094822836,18.4107168,0,7680.0,7680.0,450000.0,465360.0,1
10,10,Samsung PM9A3,Samsung PM9A3,Project Silica,2004.658462848,10.0,2672.975129166992,2.0,2.0,48.0,7.68e-07,2491.2,163.36441236699227,18.4107168,0,7680.0,7680.0,336000.0,351360.0,1
